sector,bank,year,nii,roa,dep_ratio,prov_npa,total_staff,inflation,roa_risk,nii_opinc,loanratio,equityratio,log_ta,tagr,gdp_grth,gfce,roa_risk_5yr,govt_exp,repo,hhi_nii,diverse
Public,CORPORATION BANK,2005,564.57,1.12,80.28,115.96,10199,3.77,0.869,26.2909,54.6706,9.0052,10.4319,17.74,7.9234,10.3661,0.5242,13.69,6.0,0.2946,-11666.66
Public,CORPORATION BANK,2006,473.56,1.24,81.16,187.0,11325,4.25,0.9621,20.1234,59.1568,8.3317,10.6092,17.74,8.0607,9.8025,0.5803,13.58,6.5,0.5092,-12860.5
Public,CORPORATION BANK,2007,635.52,1.17,80.34,186.26,11880,5.8,0.9078,19.9073,56.8082,7.1423,10.8728,26.35,7.6608,9.8621,0.5476,14.29,7.0,0.3233,-11475.96
Public,CORPORATION BANK,2008,699.78,1.29,83.22,123.0,12010,6.37,1.0009,16.1822,58.8392,6.3493,11.1064,23.37,3.0867,10.5385,0.6037,15.7,7.0,0.3291,-11169.39
Public,CORPORATION BANK,2009,1107.21,1.24,85.13,170.0,12465,8.35,0.9621,18.0681,55.8215,5.6343,11.3726,26.62,7.8619,11.4597,0.5803,15.82,5.0,0.3067,-10128.52
Public,CORPORATION BANK,2010,1493.34,1.28,83.04,345.25,13143,10.88,0.9931,20.6803,56.599,5.1715,11.6233,25.07,8.4976,11.0076,0.5991,15.38,4.25,0.3201,-9790.74
Public,CORPORATION BANK,2011,1255.88,1.21,81.35,479.27,13861,11.99,0.9388,14.3539,60.5193,4.9738,11.8742,25.09,5.2413,11.0845,0.7295,14.93,6.5,0.3319,-11106.44
Public,CORPORATION BANK,2012,1492.62,1.06,83.24,557.2,13813,8.86,0.8224,11.7281,61.4262,5.0599,12.0049,13.08,5.4564,10.6839,0.639,14.18,8.5,0.2932,-10598.97
Public,CORPORATION BANK,2013,1607.94,0.88,85.82,928.12,14816,9.31,0.6828,10.7589,61.3706,4.945,12.1727,16.78,6.3861,10.2952,0.5305,13.88,7.9,0.3425,-10641.88
Public,CORPORATION BANK,2014,1647.72,0.29,87.09,1438.11,17091,11.06,0.225,9.5718,61.7371,4.5419,12.3107,13.79,7.4102,10.4409,0.1748,13.34,7.75,0.3298,-10974.05
Public,CORPORATION BANK,2015,1482.46,0.28,88.21,1835.09,17999,6.65,0.2172,8.0074,64.1905,4.6393,12.3283,1.76,7.9962,10.4283,0.1688,13.0,8.0,0.4133,-11221.47
Public,CORPORATION BANK,2016,1735.16,-0.23,87.36,5266.51,18383,4.91,-0.1784,9.499,59.7463,4.8394,12.3668,3.85,8.2563,10.3085,-0.0908,12.8,6.75,0.3789,-11381.51
Public,CORPORATION BANK,2017,3090.31,0.23,88.97,3508.66,18507,4.95,0.1784,15.8803,56.6204,5.128,12.4207,-3.62,6.7954,10.7672,0.0908,12.53,6.25,0.3574,-10262.99
Public,CORPORATION BANK,2018,2313.08,-1.67,82.62,10982.1,19419,3.33,-1.2957,13.8172,54.0214,4.8879,12.3099,-11.08,6.533,10.7885,-0.6594,12.2,6.0,0.3394,-11278.7
Public,CORPORATION BANK,2019,1872.07,-3.14,86.42,11585.1,18935,3.95,-2.4362,13.3637,56.7714,7.7559,12.2718,-3.82,4.0416,11.228,-1.2398,13.21,6.5,0.7156,-12614.63
Public,CORPORATION BANK,2020,3749.2,-1.13,89.46,3279.49,18486,3.72,-0.8767,25.4276,55.502,5.9905,12.3438,7.21,-7.9646,12.6008,-0.4462,17.6,5.25,0.6487,-12673.35
Public,DENA BANK,2005,311.18,0.26,86.97,275.57,10201,3.77,0.1516,21.9024,47.0631,4.5934,10.087,9.96,7.9234,10.3661,0.1217,13.69,6.0,0.2977,-15223.13
Public,DENA BANK,2006,439.04,0.29,88.99,236.91,10156,4.25,0.1691,26.8064,53.6111,5.0451,10.1866,9.96,8.0607,9.8025,0.1357,13.58,6.5,0.2836,-12266.92
Public,DENA BANK,2007,391.53,0.71,88.04,287.9,10120,5.8,0.414,20.6228,58.1972,4.758,10.3562,16.96,7.6608,9.8621,0.3323,14.29,7.0,0.4602,-12876.04
Public,DENA BANK,2008,478.13,1.06,87.84,264.0,9957,6.37,0.6181,19.0978,59.5832,4.6599,10.5621,20.59,3.0867,10.5385,0.4961,15.7,7.0,0.2777,-11787.69
Public,DENA BANK,2009,430.13,1.02,88.84,199.44,9883,8.35,0.5948,13.8331,59.5907,4.4789,10.7885,18.92,7.8619,11.4597,0.4774,15.82,5.0,0.3379,-12483.05
Public,DENA BANK,2010,588.63,1.01,89.16,96.71,10525,10.88,0.5889,15.693,61.5811,4.5179,10.961,17.26,8.4976,11.0076,0.4727,15.38,4.25,0.3361,-11676.51
Public,DENA BANK,2011,533.84,1.0,90.64,281.25,9953,11.99,0.5831,11.8791,63.2821,5.1609,11.1682,20.71,5.2413,11.0845,0.6029,14.93,6.5,0.4314,-12685.64
Public,DENA BANK,2012,582.17,1.08,88.3,262.13,10202,8.86,0.6298,9.3573,64.8746,5.1235,11.3781,21.0,5.4564,10.6839,0.6511,14.18,8.5,0.3753,-12011.89
Public,DENA BANK,2013,655.46,0.86,85.69,373.33,11093,9.31,0.5015,7.94,57.9875,5.0811,11.639,26.09,6.3861,10.2952,0.5185,13.88,7.9,0.2737,-11683.74
Public,DENA BANK,2014,916.73,0.51,88.12,733.16,12983,11.06,0.2974,9.9134,62.1108,5.7202,11.735,9.6,7.4102,10.4409,0.3075,13.34,7.75,0.3051,-11740.89
Public,DENA BANK,2015,721.33,0.22,89.24,1114.74,13632,6.65,0.1283,7.4781,60.7558,5.7267,11.7747,3.97,7.9962,10.4283,0.1326,13.0,8.0,0.3072,-12506.39
Public,DENA BANK,2016,716.8,-1.02,88.0,2724.07,13906,4.91,-0.5948,7.8819,61.6961,5.3518,11.8014,2.67,8.2563,10.3085,-0.4028,12.8,6.75,0.3248,-13764.05
Public,DENA BANK,2017,1251.4,-0.67,87.97,2457.75,13985,4.95,-0.3907,13.6563,56.029,5.9331,11.7717,-2.98,6.7954,10.7672,-0.2646,12.53,6.25,0.3712,-12531.1
Public,DENA BANK,2018,1163.52,-1.59,87.81,4281.8,13613,3.33,-0.9271,15.2541,54.2625,7.6144,11.7024,-6.93,6.533,10.7885,-0.6278,12.2,6.0,0.3264,-13945.13
Public,DENA BANK,2019,972.23,-5.49,92.26,4903.73,13328,3.95,-3.2013,16.2988,47.625,2.8165,11.6,-10.24,4.0416,11.228,-2.1677,13.21,6.5,0.3843,-19344.8
Public,IDBI BANK LTD.,2005,627.12,0.78,18.56,-37.93,4530,3.77,0.7667,22.1684,55.8179,7.2866,11.3066,0.96,7.9234,10.3661,0.3651,13.69,6.0,0.3803,-9303.61
Public,IDBI BANK LTD.,2006,1280.45,0.68,29.36,131.69,4548,4.25,0.6684,22.0703,59.5486,7.1948,11.3915,8.48,8.0607,9.8025,0.3182,13.58,6.5,0.3841,-9087.55
Public,IDBI BANK LTD.,2007,1027.18,0.67,41.75,139.24,7482,5.8,0.6586,15.5772,60.161,7.993,11.5506,15.91,7.6608,9.8621,0.3136,14.29,7.0,0.2522,-9501.51
Public,IDBI BANK LTD.,2008,1581.77,0.67,55.85,133.58,8253,6.37,0.6586,18.2571,62.9045,6.7501,11.7806,21.8,3.0867,10.5385,0.3136,15.7,7.0,0.6119,-8945.89
Public,IDBI BANK LTD.,2009,1476.43,0.62,65.2,119.05,10201,8.35,0.6094,12.6367,60.0018,5.4662,12.0576,27.7,7.8619,11.4597,0.2902,15.82,5.0,0.3742,-9922.98
Public,IDBI BANK LTD.,2010,2301.73,0.53,71.78,236.34,12220,10.88,0.521,14.6312,59.1686,4.3519,12.3612,30.37,8.4976,11.0076,0.248,15.38,4.25,0.4064,-9624.09
Public,IDBI BANK LTD.,2011,2143.23,0.73,71.23,371.58,13598,11.99,0.7176,11.6292,62.0018,5.7494,12.4426,8.14,5.2413,11.0845,0.4401,14.93,6.5,0.5538,-10255.56
Public,IDBI BANK LTD.,2012,2112.18,0.83,72.5,645.54,15435,8.86,0.8159,9.2337,62.1985,6.692,12.5787,13.61,5.4564,10.6839,0.5004,14.18,8.5,0.5555,-10521.98
Public,IDBI BANK LTD.,2013,3219.51,0.72,70.37,1612.94,15465,9.31,0.7077,12.8015,60.8196,6.5793,12.6847,10.6,6.3861,10.2952,0.4341,13.88,7.9,0.5139,-10095.29
Public,IDBI BANK LTD.,2014,2978.75,0.41,71.67,1681.3,16438,11.06,0.403,11.3444,60.089,7.1855,12.7038,1.91,7.4102,10.4409,0.2472,13.34,7.75,0.4267,-10388.41
Public,IDBI BANK LTD.,2015,4007.63,0.29,72.96,1622.86,16555,6.65,0.2851,14.2447,58.5092,6.8279,12.7831,7.93,7.9962,10.4283,0.1748,13.0,8.0,0.4075,-10215.98
Public,IDBI BANK LTD.,2016,3410.7,-1.09,70.79,3507.11,17570,4.91,-1.0714,12.4825,57.5118,7.3848,12.8357,5.26,8.2563,10.3085,-0.4304,12.8,6.75,0.459,-10687.93
Public,IDBI BANK LTD.,2017,4007.83,-1.37,74.21,11769.1,17726,4.95,-1.3467,15.034,52.7326,6.2352,12.799,-3.67,6.7954,10.7672,-0.5409,12.53,6.25,0.4211,-11093.08
Public,IDBI BANK LTD.,2018,7013.58,-2.46,70.82,19126.1,17475,3.33,-2.4181,27.7267,49.0566,6.0584,12.7659,-3.31,6.533,10.7885,-0.9713,12.2,6.0,0.4098,-9054.31
Public,INDIAN BANK,2005,568.82,1.08,79.36,198.92,21567,3.77,2.0319,22.5269,41.9056,13.5346,10.6888,-122.43,7.9234,10.3661,0.5055,13.69,6.0,0.2911,-13431.05
Public,INDIAN BANK,2006,463.23,1.16,85.66,97.15,21394,4.25,2.1824,16.857,47.2017,5.2302,10.7713,8.26,8.0607,9.8025,0.5429,13.58,6.5,0.4767,-15273.65
Public,INDIAN BANK,2007,823.06,1.46,83.87,94.25,20892,5.8,2.7468,21.8248,51.7521,6.8404,10.9358,16.44,7.6608,9.8621,0.6833,14.29,7.0,0.4923,-12847.93
Public,INDIAN BANK,2008,1005.69,1.64,86.58,349.58,20548,6.37,3.0855,20.872,56.5026,7.319,11.1635,22.77,3.0867,10.5385,0.7675,15.7,7.0,0.3702,-12139.65
Public,INDIAN BANK,2009,1035.44,1.62,86.35,13.66,19993,8.35,3.0479,16.4941,61.1472,8.4897,11.3392,17.57,7.8619,11.4597,0.7582,15.82,5.0,0.3322,-12109.35
Public,INDIAN BANK,2010,1316.41,1.67,87.02,392.1,19641,10.88,3.1419,18.0317,61.2946,8.1588,11.5267,18.75,8.4976,11.0076,0.7816,15.38,4.25,0.3318,-11490.0
Public,INDIAN BANK,2011,1181.89,1.53,86.93,713.65,19311,11.99,2.8785,13.7164,61.823,7.8222,11.7095,18.27,5.2413,11.0845,0.9224,14.93,6.5,0.3281,-11989.68
Public,INDIAN BANK,2012,1232.16,1.31,85.42,761.0,18710,8.86,2.4646,10.9268,63.8694,7.6379,11.8595,15.0,5.4564,10.6839,0.7897,14.18,8.5,0.3731,-11883.58
Public,INDIAN BANK,2013,1283.15,1.02,87.2,952.98,18793,9.31,1.919,10.3232,64.882,7.3531,12.0004,14.09,6.3861,10.2952,0.6149,13.88,7.9,0.3986,-12606.61
Public,INDIAN BANK,2014,1371.68,0.67,86.67,1154.56,19351,11.06,1.2605,9.9474,65.2734,7.4087,12.1401,13.96,7.4102,10.4409,0.4039,13.34,7.75,0.3046,-12327.33
Public,INDIAN BANK,2015,1363.36,0.54,87.76,1288.6,20222,6.65,1.016,9.4642,65.2697,7.8281,12.1696,2.95,7.9962,10.4283,0.3255,13.0,8.0,0.3156,-12199.31
Public,INDIAN BANK,2016,1781.42,0.36,87.52,2398.18,20074,4.91,0.6773,12.0125,63.3493,7.9818,12.2244,5.49,8.2563,10.3085,0.1421,12.8,6.75,0.334,-12141.32
Public,INDIAN BANK,2017,2211.37,0.67,83.63,2077.33,20861,4.95,1.2605,14.847,58.5151,7.8641,12.2933,6.89,6.7954,10.7672,0.2646,12.53,6.25,0.3216,-11816.53
Public,INDIAN BANK,2018,2405.84,0.53,82.42,3472.82,19734,3.33,0.9971,15.1778,61.9546,7.3001,12.44,14.67,6.533,10.7885,0.2093,12.2,6.0,0.3442,-11885.85
Public,INDIAN BANK,2019,1882.89,0.12,86.44,3615.9,19527,3.95,0.2258,11.0451,64.7213,6.9229,12.5428,12.32,4.0416,11.228,0.0474,13.21,6.5,0.4602,-12785.89
Public,INDIAN BANK,2020,3312.46,0.26,84.09,4335.84,18691,3.72,0.4892,16.3203,63.9442,7.1378,12.6426,9.98,-7.9646,12.6008,0.1027,17.6,5.25,0.4107,-11387.36
Public,INDIAN OVERSEAS BANK,2005,799.56,1.28,87.06,294.93,24366,3.77,0.9397,22.259,49.6018,5.0678,10.836,15.54,7.9234,10.3661,0.5991,13.69,6.0,0.356,-12593.0
Public,INDIAN OVERSEAS BANK,2006,541.13,1.32,85.13,153.61,24178,4.25,0.969,14.6813,58.5537,5.353,10.9913,15.54,8.0607,9.8025,0.6178,13.58,6.5,0.683,-14505.82
Public,INDIAN OVERSEAS BANK,2007,387.05,1.36,83.57,135.31,23861,5.8,0.9984,8.0113,57.2114,4.8511,11.3176,32.63,7.6608,9.8621,0.6365,14.29,7.0,0.5072,-14635.06
Public,INDIAN OVERSEAS BANK,2008,1037.1,1.3,82.8,125.44,24947,6.37,0.9543,14.2252,59.3118,4.7782,11.5311,21.35,3.0867,10.5385,0.6084,15.7,7.0,0.3314,-11468.68
Public,INDIAN OVERSEAS BANK,2009,1595.83,1.17,82.69,365.5,25512,8.35,0.8589,17.1677,61.8511,5.9063,11.7042,17.3,7.8619,11.4597,0.5476,15.82,5.0,0.3405,-11051.72
Public,INDIAN OVERSEAS BANK,2010,1143.25,0.53,84.52,919.46,26732,10.88,0.3891,12.8131,60.2626,5.7399,11.7836,7.95,8.4976,11.0076,0.248,15.38,4.25,0.3652,-13349.18
Public,INDIAN OVERSEAS BANK,2011,1225.1,0.71,81.23,1033.62,25626,11.99,0.5212,11.392,62.5519,5.2157,12.0939,31.03,5.2413,11.0845,0.428,14.93,6.5,0.4118,-12791.6
Public,INDIAN OVERSEAS BANK,2012,1681.04,0.52,81.24,1470.16,27201,8.86,0.3817,10.2458,64.0713,5.4306,12.2997,20.58,5.4564,10.6839,0.3135,14.18,8.5,0.377,-11992.13
Public,INDIAN OVERSEAS BANK,2013,1972.9,0.24,82.62,2198.82,28280,9.31,0.1762,10.2532,65.5468,5.5005,12.4076,10.79,6.3861,10.2952,0.1447,13.88,7.9,0.3296,-11651.23
Public,INDIAN OVERSEAS BANK,2014,2169.34,0.23,82.93,2210.8,29922,11.06,0.1688,10.2792,63.9805,5.8822,12.5242,11.66,7.4102,10.4409,0.1387,13.34,7.75,0.3239,-11657.61
Public,INDIAN OVERSEAS BANK,2015,2138.6,-0.16,86.14,3529.31,32118,6.65,-0.1175,9.7757,60.1309,5.4758,12.5625,3.83,7.9962,10.4283,-0.0965,13.0,8.0,0.3882,-12068.12
Public,INDIAN OVERSEAS BANK,2016,2528.26,-0.97,81.81,7348.27,32020,4.91,-0.7121,12.0278,58.6148,5.7084,12.5225,-4.0,8.2563,10.3085,-0.383,12.8,6.75,0.3086,-12660.85
Public,INDIAN OVERSEAS BANK,2017,3372.64,-1.21,85.51,6948.26,29967,4.95,-0.8883,18.5522,56.8273,5.5608,12.4178,-10.47,6.7954,10.7672,-0.4778,12.53,6.25,0.2764,-12108.45
Public,INDIAN OVERSEAS BANK,2018,3746.44,-2.33,87.44,11935.0,28086,3.33,-1.7105,23.3035,53.4298,5.3531,12.421,0.32,6.533,10.7885,-0.92,12.2,6.0,0.3315,-12959.98
Public,INDIAN OVERSEAS BANK,2019,4206.32,-1.35,89.01,9881.25,26354,3.95,-0.991,24.1937,53.0373,6.5437,12.4292,2.26,4.0416,11.228,-0.5331,13.21,6.5,0.2984,-10868.46
Public,INDIAN OVERSEAS BANK,2020,3359.68,-2.95,85.51,11171.8,24880,3.72,-2.1656,21.4855,46.5366,6.1961,12.4712,4.2,-7.9646,12.6008,-1.1648,17.6,5.25,0.3137,-12851.41
Public,ORIENTAL BANK OF COMMERCE,2005,505.2,2.01,88.5,151.98,14563,3.77,1.9746,15.396,46.7902,6.1532,10.898,8.62,7.9234,10.3661,0.9407,13.69,6.0,0.3457,-12085.21
Public,ORIENTAL BANK OF COMMERCE,2006,552.77,1.39,85.17,-54.95,14962,4.25,1.3655,14.9162,56.971,8.7733,10.9842,8.62,8.0607,9.8025,0.6505,13.58,6.5,0.2875,-12575.16
Public,ORIENTAL BANK OF COMMERCE,2007,603.26,1.21,86.56,-199.1,14730,5.8,1.1887,12.6462,59.698,7.5745,11.211,22.67,7.6608,9.8621,0.5663,14.29,7.0,0.3256,-11881.9
Public,ORIENTAL BANK OF COMMERCE,2008,627.65,1.02,85.83,-189.5,14804,6.37,1.0021,9.8452,60.1572,6.3678,11.4154,20.44,3.0867,10.5385,0.4774,15.7,7.0,0.3588,-11564.12
Public,ORIENTAL BANK OF COMMERCE,2009,1071.32,0.88,87.37,170.58,14656,8.35,0.8645,12.5595,60.8445,6.576,11.6314,21.61,7.8619,11.4597,0.4119,15.82,5.0,0.3581,-10936.98
Public,ORIENTAL BANK OF COMMERCE,2010,1200.04,0.91,87.5,531.59,15358,10.88,0.894,12.2814,60.75,5.9942,11.8309,19.94,8.4976,11.0076,0.4259,15.38,4.25,0.3673,-11169.2
Public,ORIENTAL BANK OF COMMERCE,2011,960.07,1.03,86.19,934.38,16964,11.99,1.0119,8.6063,59.4435,6.878,11.9913,16.04,5.2413,11.0845,0.6209,14.93,6.5,0.4774,-11814.6
Public,ORIENTAL BANK OF COMMERCE,2012,1240.25,0.67,87.85,1081.59,18371,8.86,0.6582,8.4144,63.0737,6.7269,12.0869,9.56,5.4564,10.6839,0.4039,14.18,8.5,0.3993,-11581.95
Public,ORIENTAL BANK OF COMMERCE,2013,1654.71,0.71,87.64,1582.42,18891,9.31,0.6975,9.9118,64.2535,6.3656,12.2096,12.26,6.3861,10.2952,0.428,13.88,7.9,0.3514,-11344.43
Public,ORIENTAL BANK OF COMMERCE,2014,1945.27,0.56,87.83,1698.01,19550,11.06,0.5501,10.7796,63.1313,6.0965,12.3028,9.32,7.4102,10.4409,0.3376,13.34,7.75,0.3351,-11221.01
Public,ORIENTAL BANK OF COMMERCE,2015,2121.4,0.23,88.5,1999.81,20200,6.65,0.226,11.2698,63.0164,5.9777,12.3481,4.53,7.9962,10.4283,0.1387,13.0,8.0,0.3217,-11371.16
Public,ORIENTAL BANK OF COMMERCE,2016,1766.28,0.07,87.13,3625.74,21469,4.91,0.0688,9.5599,62.0934,6.2315,12.3874,3.94,8.2563,10.3085,0.0276,12.8,6.75,0.3614,-12006.41
Public,ORIENTAL BANK OF COMMERCE,2017,2765.52,-0.46,86.67,6468.43,21552,4.95,-0.4519,15.6395,62.3184,5.5801,12.4414,5.4,6.7954,10.7672,-0.1816,12.53,6.25,0.392,-11097.33
Public,ORIENTAL BANK OF COMMERCE,2018,2792.36,-2.31,88.86,9337.95,21977,3.33,-2.2694,16.8303,58.4407,5.0512,12.3603,-8.11,6.533,10.7885,-0.9121,12.2,6.0,0.369,-11266.82
Public,ORIENTAL BANK OF COMMERCE,2019,2669.08,0.02,85.47,6965.54,21729,3.95,0.0196,16.7631,58.571,6.9439,12.5143,15.4,4.0416,11.228,0.0079,13.21,6.5,0.3796,-12872.82
Public,ORIENTAL BANK OF COMMERCE,2020,3204.93,-0.83,85.72,5083.79,21024,3.72,-0.8154,19.3511,58.8424,6.1611,12.5004,-1.39,-7.9646,12.6008,-0.3277,17.6,5.25,0.3332,-13803.09
Public,PUNJAB AND SIND BANK,2005,256.14,-0.45,90.16,87.07,9632,3.77,-0.6344,27.431,40.224,2.8017,9.6625,19.19,7.9234,10.3661,-0.2106,13.69,6.0,0.3869,-18631.24
Public,PUNJAB AND SIND BANK,2006,120.02,0.64,88.88,94.63,9542,4.25,0.9022,12.8147,47.8257,6.418,9.8545,19.19,8.0607,9.8025,0.2995,13.58,6.5,0.5253,-19416.12
Public,PUNJAB AND SIND BANK,2007,228.5,1.01,87.96,99.67,9324,5.8,1.4238,15.9534,53.4421,6.4002,9.9971,14.27,7.6608,9.8621,0.4727,14.29,7.0,0.6328,-14789.72
Public,PUNJAB AND SIND BANK,2008,317.64,1.49,80.23,65.49,9013,6.37,2.1004,16.0737,59.2691,6.7637,10.3401,34.3,3.0867,10.5385,0.6973,15.7,7.0,0.51,-12869.49
Public,PUNJAB AND SIND BANK,2009,407.7,1.24,83.83,62.83,8700,8.35,1.748,13.7875,59.5094,5.1744,10.6302,29.01,7.8619,11.4597,0.5803,15.82,5.0,0.3326,-12247.82
Public,PUNJAB AND SIND BANK,2010,411.81,1.05,86.75,91.92,8259,10.88,1.4802,11.3515,57.6002,4.6159,10.9449,31.48,8.4976,11.0076,0.4914,15.38,4.25,0.358,-11888.25
Public,PUNJAB AND SIND BANK,2011,437.09,0.9,87.12,159.96,8107,11.99,1.2687,9.9666,62.1995,5.5483,11.1353,19.04,5.2413,11.0845,0.5426,14.93,6.5,0.3937,-12748.19
Public,PUNJAB AND SIND BANK,2012,417.46,0.65,86.58,61.11,8041,8.86,0.9163,7.2811,63.3032,5.828,11.1969,6.16,5.4564,10.6839,0.3919,14.18,8.5,0.4064,-12804.12
Public,PUNJAB AND SIND BANK,2013,394.22,0.44,87.78,255.55,8533,9.31,0.6203,5.9389,63.9067,5.721,11.2957,9.88,6.3861,10.2952,0.2653,13.88,7.9,0.3794,-12261.79
Public,PUNJAB AND SIND BANK,2014,427.28,0.35,89.65,521.33,8870,11.06,0.4934,5.9737,60.5646,5.3024,11.4564,16.07,7.4102,10.4409,0.211,13.34,7.75,0.3258,-12459.09
Public,PUNJAB AND SIND BANK,2015,428.75,0.13,88.71,438.33,9180,6.65,0.1833,5.5792,65.3381,5.7248,11.4902,3.38,7.9962,10.4283,0.0784,13.0,8.0,0.3201,-12520.48
Public,PUNJAB AND SIND BANK,2016,478.49,0.34,88.95,838.98,9403,4.91,0.4793,6.1044,62.3076,5.82,11.5384,4.82,8.2563,10.3085,0.1342,12.8,6.75,0.3315,-12481.23
Public,PUNJAB AND SIND BANK,2017,578.1,0.2,88.51,1106.67,9400,4.95,0.2819,7.9678,60.3606,6.3558,11.4788,-5.96,6.7954,10.7672,0.079,12.53,6.25,0.3452,-12751.39
Public,PUNJAB AND SIND BANK,2018,581.2,-0.69,89.42,1751.23,9320,3.33,-0.9727,8.4744,58.5178,5.4349,11.6418,16.31,6.533,10.7885,-0.2724,12.2,6.0,0.3556,-13503.68
Public,PUNJAB AND SIND BANK,2019,828.28,-0.47,90.43,2098.55,8973,3.95,-0.6626,10.7908,63.4742,5.2315,11.5989,-4.29,4.0416,11.228,-0.1856,13.21,6.5,0.3749,-12548.04
Public,PUNJAB AND SIND BANK,2020,897.4,-0.91,89.22,2539.09,8891,3.72,-1.2828,12.8772,58.1191,5.5683,11.518,-8.1,-7.9646,12.6008,-0.3593,17.6,5.25,0.3931,-13111.74
Public,PUNJAB NATIONAL BANK,2005,1675.68,1.17,81.72,168.0,58329,3.77,1.3947,24.4355,47.855,6.4648,11.746,14.04,7.9234,10.3661,0.5476,13.69,6.0,0.3746,-15815.05
Public,PUNJAB NATIONAL BANK,2006,1273.5,1.09,82.39,61.58,58047,4.25,1.2993,16.255,51.3724,6.4546,11.8863,14.04,8.0607,9.8025,0.5101,13.58,6.5,0.5466,-15228.5
Public,PUNJAB NATIONAL BANK,2007,1730.4,1.03,86.11,599.82,57316,5.8,1.2278,17.9496,59.4724,6.4249,11.998,11.16,7.6608,9.8621,0.4821,14.29,7.0,0.3858,-13905.96
Public,PUNJAB NATIONAL BANK,2008,1997.56,1.15,83.64,377.09,56025,6.37,1.3709,15.683,60.0449,6.1895,12.2012,20.32,3.0867,10.5385,0.5382,15.7,7.0,0.3809,-12788.02
Public,PUNJAB NATIONAL BANK,2009,3064.69,1.39,84.95,821.14,54780,8.35,1.657,17.0396,62.6534,5.9346,12.4168,21.56,7.8619,11.4597,0.6505,15.82,5.0,0.3144,-11599.0
Public,PUNJAB NATIONAL BANK,2010,3610.13,1.44,84.05,994.28,57103,10.88,1.7166,17.8099,62.9065,5.9747,12.6003,18.34,8.4976,11.0076,0.6739,15.38,4.25,0.3226,-11484.9
Public,PUNJAB NATIONAL BANK,2011,3612.58,1.34,82.71,2003.74,53114,11.99,1.5974,14.9066,63.9943,5.6852,12.8435,24.33,5.2413,11.0845,0.8078,14.93,6.5,0.3986,-12620.93
Public,PUNJAB NATIONAL BANK,2012,4202.6,1.19,82.84,2403.1,62127,8.86,1.4185,12.4795,64.116,6.0707,13.035,19.15,5.4564,10.6839,0.7174,14.18,8.5,0.3908,-11886.87
Public,PUNJAB NATIONAL BANK,2013,4223.43,1.0,81.75,3336.39,58898,9.31,1.1921,11.1306,64.4738,6.8226,13.0794,4.43,6.3861,10.2952,0.6029,13.88,7.9,0.3771,-12308.39
Public,PUNJAB NATIONAL BANK,2014,4576.71,0.64,82.01,4517.09,60923,11.06,0.7629,11.8994,63.455,6.5214,13.2184,6.8,7.4102,10.4409,0.3858,13.34,7.75,0.3848,-12769.83
Public,PUNJAB NATIONAL BANK,2015,5890.73,0.53,83.1,7979.19,68290,6.65,0.6318,14.1215,63.072,6.4773,13.3102,9.18,7.9962,10.4283,0.3195,13.0,8.0,0.3303,-12525.92
Public,PUNJAB NATIONAL BANK,2016,6000.05,-0.61,82.87,18469.2,65991,4.91,-0.7272,13.8085,61.7818,5.7403,13.4111,10.09,8.2563,10.3085,-0.2409,12.8,6.75,0.337,-12101.66
Public,PUNJAB NATIONAL BANK,2017,8951.37,0.19,86.31,12703.7,68986,4.95,0.2265,19.1073,58.2362,5.8442,13.4875,7.63,6.7954,10.7672,0.075,12.53,6.25,0.2959,-10547.64
Public,PUNJAB NATIONAL BANK,2018,8880.87,-1.6,83.86,24452.7,69360,3.33,-1.9073,20.4781,56.6359,5.3634,13.5487,6.12,6.533,10.7885,-0.6318,12.2,6.0,0.2935,-12666.66
Public,PUNJAB NATIONAL BANK,2019,7377.41,0.02,87.24,24434.6,65116,3.95,0.0238,15.647,59.1328,5.7794,13.5606,1.18,4.0416,11.228,0.0079,13.21,6.5,0.3314,-12086.78
Public,PUNJAB NATIONAL BANK,2020,9274.13,0.04,84.73,14464.1,63128,3.72,0.0477,18.1487,56.8011,7.5069,13.63,6.94,-7.9646,12.6008,0.0158,17.6,5.25,0.3449,-11412.72
Public,STATE BANK OF BIKANER AND JAIPUR,2005,483.12,0.88,81.26,45.87,12120,3.77,1.4791,30.1643,51.3699,5.5384,10.0618,16.07,7.9234,10.3661,0.4119,13.69,6.0,0.4214,-12723.46
Public,STATE BANK OF BIKANER AND JAIPUR,2006,247.91,0.53,78.85,42.48,12089,4.25,0.8909,17.0514,57.7735,5.1089,10.2224,16.07,8.0607,9.8025,0.248,13.58,6.5,1.1539,-18570.78
Public,STATE BANK OF BIKANER AND JAIPUR,2007,493.2,1.0,82.53,75.66,11752,5.8,1.6808,23.3233,59.4834,4.7923,10.4489,22.65,7.6608,9.8621,0.468,14.29,7.0,0.6217,-13148.55
Public,STATE BANK OF BIKANER AND JAIPUR,2008,471.66,0.87,82.88,75.91,11421,6.37,1.4623,17.0018,60.932,4.1629,10.6251,17.29,3.0867,10.5385,0.4072,15.7,7.0,0.5898,-12391.5
Public,STATE BANK OF BIKANER AND JAIPUR,2009,577.05,0.92,84.59,73.43,11439,8.35,1.5464,16.0297,64.3748,4.4133,10.7444,11.93,7.8619,11.4597,0.4306,15.82,5.0,0.5221,-11458.98
